id,Group,Name,rows,cols,entries
549,Hollinger,g7jac040,11790,11790,114671
550,Hollinger,g7jac040sc,11790,11790,114671
1591,QCD,conf5_0-4x4-10,3072,3072,119808
1592,QCD,conf5_0-4x4-14,3072,3072,119808
1593,QCD,conf5_0-4x4-18,3072,3072,119808
1594,QCD,conf5_0-4x4-22,3072,3072,119808
1595,QCD,conf5_0-4x4-26,3072,3072,119808
1596,QCD,conf6_0-4x4-20,3072,3072,119808
1597,QCD,conf6_0-4x4-30,3072,3072,119808
572,Hollinger,jan99jac060,20614,20614,127182
573,Hollinger,jan99jac060sc,20614,20614,127182
819,Simon,raefsky6,3402,3402,137845
395,DRIVCAV,cavity16,4562,4562,138187
396,DRIVCAV,cavity17,4562,4562,138187
397,DRIVCAV,cavity18,4562,4562,138187
398,DRIVCAV,cavity19,4562,4562,138187
399,DRIVCAV,cavity20,4562,4562,138187
400,DRIVCAV,cavity21,4562,4562,138187
401,DRIVCAV,cavity22,4562,4562,138187
402,DRIVCAV,cavity23,4562,4562,138187
403,DRIVCAV,cavity24,4562,4562,138187
404,DRIVCAV,cavity25,4562,4562,138187
405,DRIVCAV,cavity26,4562,4562,138187
2344,Rommes,juba40k,40337,40337,144945
2345,Rommes,bauru5727,40366,40366,145019
901,Shen,shermanACb,18510,18510,145149
738,Mallya,lhr07,7337,7337,156508
739,Mallya,lhr07c,7337,7337,156508
551,Hollinger,g7jac050sc,14760,14760,157990
455,Grund,bayer04,20545,20545,159082
1874,HVDC,hvdc1,24842,24842,159981
818,Simon,raefsky5,6316,6316,168658
289,Averous,epb2,25228,25228,175027
1941,JGD_CAG,CAG_mat1916,1916,1916,195985
1371,Rajat,rajat22,39899,39899,197264
2232,TSOPF,TSOPF_RS_b162_c1,5374,5374,205399
2566,CPM,cz20468,20468,20468,206076
376,Brethour,coater2,9540,9540,207308
740,Mallya,lhr10,10672,10672,232633
741,Mallya,lhr10c,10672,10672,232633
742,Mallya,lhr11,10964,10964,233741
743,Mallya,lhr11c,10964,10964,233741
2242,TSOPF,TSOPF_RS_b39_c7,14098,14098,252446
744,Mallya,lhr14,14270,14270,307858
745,Mallya,lhr14c,14270,14270,307858
446,Goodwin,goodwin,7320,7320,324784
1436,Oberwolfach,inlet,11730,11730,328323
448,Graham,graham1,9035,9035,335504
283,ATandT,onetone1,36057,36057,341088
590,Hollinger,mark3jac120,54929,54929,342475
591,Hollinger,mark3jac120sc,54929,54929,342475
1877,Rost,RFdevice,74104,74104,365580
983,Sanghavi,ecl32,51993,51993,380415
1869,Quaglino,viscoplastic2,32769,32769,381326
746,Mallya,lhr17,17576,17576,381975
747,Mallya,lhr17c,17576,17576,381975
556,Hollinger,g7jac100,29610,29610,384636
557,Hollinger,g7jac100sc,29610,29610,384636
592,Hollinger,mark3jac140,64089,64089,399735
593,Hollinger,mark3jac140sc,64089,64089,399735
2567,CPM,cz40948,40948,40948,412148
1405,Bindel,ted_A,10605,10605,424587
1408,Bindel,ted_A_unscaled,10605,10605,424587
2335,Fluorem,GT01R,7980,7980,430909
954,Schenk_IBMSDS,2D_27628_bjtcai,27628,27628,442898
558,Hollinger,g7jac120,35550,35550,475296
559,Hollinger,g7jac120sc,35550,35550,475296
291,Bai,af23560,23560,23560,484256
1345,Rajat,rajat18,94294,94294,485143
894,Norris,lung2,109460,109460,492564
1381,Andrianov,fxm4_6,18892,18892,497844
1807,Meszaros,fxm4_6,47185,22400,265442
1333,VanVelzen,std1_Jac2_db,21982,21982,498771
542,Hamm,hcircuit,105676,105676,513072
1407,Bindel,ted_AB,10605,10605,522387
1410,Bindel,ted_AB_unscaled,10605,10605,522387
1335,VanVelzen,std1_Jac3_db,21982,21982,531826
236,HB,psmigr_2,3140,3140,540022
235,HB,psmigr_1,3140,3140,543162
237,HB,psmigr_3,3140,3140,543162
899,Shen,e40r0100,17281,17281,553562
1372,Rajat,rajat23,110355,110355,556938
560,Hollinger,g7jac140,41490,41490,565956
561,Hollinger,g7jac140sc,41490,41490,565956
921,Hohn,sinc15,11532,11532,568526
2657,LeGresley,LeGresley_87936,87936,87936,593276
956,Schenk_IBMSDS,3D_28984_Tetra,28984,28984,599170
1369,Rajat,rajat20,86916,86916,605045
1374,Rajat,rajat25,87190,87190,607235
1377,Rajat,rajat28,87190,87190,607235
2233,TSOPF,TSOPF_RS_b162_c3,15374,15374,610299
1343,Rajat,rajat16,94294,94294,641159
1344,Rajat,rajat17,94294,94294,641159
562,Hollinger,g7jac160,47430,47430,656616
563,Hollinger,g7jac160sc,47430,47430,656616
1341,VanVelzen,Zd_Jac6_db,22835,22835,663643
1337,VanVelzen,Zd_Jac2_db,22835,22835,676439
1379,Andrianov,ex3sta1,16782,16782,678998
1709,Meszaros,ex3sta1,17516,17443,68779
2240,TSOPF,TSOPF_RS_b39_c19,38098,38098,684206
1339,VanVelzen,Zd_Jac3_db,22835,22835,713907
1394,Andrianov,pf2177,9728,9728,725144
1753,Meszaros,pf2177,10178,9728,30984
564,Hollinger,g7jac180,53370,53370,747276
565,Hollinger,g7jac180sc,53370,53370,747276
748,Mallya,lhr34,35152,35152,764014
749,Mallya,lhr34c,35152,35152,764014
1320,IBM_EDA,dc1,116835,116835,766396
1321,IBM_EDA,dc2,116835,116835,766396
1322,IBM_EDA,dc3,116835,116835,766396
1323,IBM_EDA,trans4,116835,116835,766396
1324,IBM_EDA,trans5,116835,116835,766396
2056,JGD_Homology,m133-b3,200200,200200,800800
2135,JGD_Homology,shar_te2-b3,200200,200200,800800
2556,Chevron,Chevron2,90249,90249,803173
2234,TSOPF,TSOPF_RS_b162_c4,20374,20374,812749
566,Hollinger,g7jac200,59310,59310,837936
567,Hollinger,g7jac200sc,59310,59310,837936
2034,JGD_Homology,ch7-8-b5,141120,141120,846720
1395,MKS,fp,7548,7548,848553
862,Kim,kim1,38415,38415,933195
544,Hamm,scircuit,170998,170998,958936
2275,Freescale,transient,178866,178866,961790
922,Hohn,sinc18,16428,16428,973826
955,Schenk_IBMSDS,2D_54019_highK,54019,54019,996414
447,Goodwin,rim,22560,22560,1014951
897,Norris,torso2,115967,115967,1033473
957,Schenk_IBMSDS,3D_51448_3D,51448,51448,1056610
958,Schenk_IBMSDS,ibm_matrix_2,51448,51448,1056610
2241,TSOPF,TSOPF_RS_b39_c30,60098,60098,1079986
286,ATandT,twotone,120750,120750,1224224
1334,VanVelzen,std1_Jac2,21982,21982,1248731
2376,Williams,mac_econ_fwd500,206500,206500,1273389
1863,Rajat,Raj1,263743,263743,1302464
1875,HVDC,hvdc2,189860,189860,1347273
1336,VanVelzen,std1_Jac3,21982,21982,1455848
2237,TSOPF,TSOPF_RS_b300_c1,14538,14538,1474325
750,Mallya,lhr71,70304,70304,1528092
751,Mallya,lhr71c,70304,70304,1528092
1338,VanVelzen,Zd_Jac2,22835,22835,1642833
827,Vavasis,av41092,41092,41092,1683902
1342,VanVelzen,Zd_Jac6,22835,22835,1711983
1858,QLi,crashbasis,160000,160000,1750416
1859,QLi,majorbasis,160000,160000,1750416
812,Simon,bbmat,38744,38744,1771722
1642,POLYFLOW,invextr1_new,30412,30412,1793881
1370,Rajat,rajat21,411676,411676,1893370
1340,VanVelzen,Zd_Jac3,22835,22835,1916152
1598,QCD,conf5_4-8x8-05,49152,49152,1916928
1599,QCD,conf5_4-8x8-10,49152,49152,1916928
1600,QCD,conf5_4-8x8-15,49152,49152,1916928
1601,QCD,conf5_4-8x8-20,49152,49152,1916928
1602,QCD,conf6_0-8x8-20,49152,49152,1916928
1603,QCD,conf6_0-8x8-30,49152,49152,1916928
1604,QCD,conf6_0-8x8-80,49152,49152,1916928
1880,Rudnyi,water_tank,60740,60740,2035281
2377,Williams,mc2depi,525825,525825,2100225
959,Schenk_IBMSDS,matrix_9,103430,103430,2121550
960,Schenk_IBMSDS,matrix-new_3,125329,125329,2678750
2238,TSOPF,TSOPF_RS_b300_c2,28338,28338,2943887
895,Norris,stomach,213360,213360,3021648
2557,Chevron,Chevron3,381381,381381,3413113
1399,Raju,laminar_duct3D,67173,67173,3833077
2756,Meng,iChem_Jacobian,274087,274087,4137369
2243,TSOPF,TSOPF_RS_b678_c1,18696,18696,4396289
2239,TSOPF,TSOPF_RS_b300_c3,42138,42138,4413449
898,Norris,torso3,259156,259156,4429042
1897,CEMW,t2em,921632,921632,4590832
1867,Muite,Chebyshev4,68121,68121,5377761
1201,Hamrle,Hamrle3,1447360,1447360,5514242
2558,Chevron,Chevron4,711450,711450,6376412
2235,TSOPF,TSOPF_RS_b2052_c1,25626,25626,6761100
2336,Fluorem,PR02R,161070,161070,8185136
896,Norris,torso1,116158,116158,8516500
2244,TSOPF,TSOPF_RS_b678_c2,35696,35696,8781949
863,Kim,kim2,456976,456976,11330020
2219,TSOPF,TSOPF_RS_b2383,38120,38120,16171169
2236,TSOPF,TSOPF_RS_b2383_c1,38120,38120,16171169
2171,JGD_Margulies,wheel_7_1,113,114,338
2151,JGD_Margulies,cat_ears_3_1,181,204,542
2157,JGD_Margulies,flower_5_1,201,211,602
1944,JGD_Forest,TF10,107,99,622
158,HB,gent113,113,113,655
273,HB,will199,199,199,701
1326,Morandini,rotor1,100,100,708
2072,JGD_Homology,mk9-b1,36,378,756
2091,JGD_Homology,n3c5-b3,120,210,840
834,Zhao,Zhao1,33861,33861,166453
835,Zhao,Zhao2,33861,33861,166453
584,Hollinger,mark3jac060,27449,27449,170695
585,Hollinger,mark3jac060sc,27449,27449,170695
574,Hollinger,jan99jac080,27534,27534,171522
575,Hollinger,jan99jac080sc,27534,27534,171522
1862,Szczerba,Ill_Stokes,20896,20896,191368
1111,Sandia,mult_dcop_03,25187,25187,193216
1109,Sandia,mult_dcop_01,25187,25187,193276
1110,Sandia,mult_dcop_02,25187,25187,193276
552,Hollinger,g7jac060,17730,17730,203316
553,Hollinger,g7jac060sc,17730,17730,203316
576,Hollinger,jan99jac100,34454,34454,215862
577,Hollinger,jan99jac100sc,34454,34454,215862
284,ATandT,onetone2,36057,36057,227628
586,Hollinger,mark3jac080,36609,36609,227955
587,Hollinger,mark3jac080sc,36609,36609,227955
1375,Rajat,rajat26,51032,51032,249302
1319,Engwirda,airfoil_2d,14214,14214,259688
578,Hollinger,jan99jac120,41374,41374,260202
579,Hollinger,jan99jac120sc,41374,41374,260202
452,Grund,bayer01,57735,57735,277774
588,Hollinger,mark3jac100,45769,45769,285215
589,Hollinger,mark3jac100sc,45769,45769,285215
554,Hollinger,g7jac080,23670,23670,293976
555,Hollinger,g7jac080sc,23670,23670,293976
920,Hohn,sinc12,7500,7500,294986
373,Bomhof,circuit_4,80209,80209,307604
809,Shyy,shyy161,76480,76480,329762
2555,Chevron,Chevron1,37365,37365,330633
1413,IBM_EDA,ckt11752_dc_1,49702,49702,333029
1414,IBM_EDA,ckt11752_tr_0,49702,49702,333029
2054,JGD_Homology,klein-b2,30,20,60
2086,JGD_Homology,n3c4-b2,15,20,60
2166,JGD_Margulies,wheel_3_1,25,21,74
2089,JGD_Homology,n3c5-b1,10,45,90
1199,Hamrle,Hamrle1,32,32,98
2167,JGD_Margulies,wheel_4_1,41,36,122
464,Grund,d_ss,53,53,149
232,HB,pores_1,30,30,180
2168,JGD_Margulies,wheel_5_1,61,57,182
2076,JGD_Homology,n2c6-b1,15,105,210
2097,JGD_Homology,n3c6-b1,105,105,210
2108,JGD_Homology,n4c5-b1,15,105,210
1884,NYPA,Maragal_1,14,32,234
462,Grund,d_dyn,87,87,238
463,Grund,d_dyn1,87,87,238
2149,JGD_Margulies,cat_ears_2_1,85,85,254
2170,JGD_Margulies,wheel_6_1,85,83,254
274,HB,will57,57,57,281
2011,JGD_Homology,ch4-4-b2,72,96,288
109,HB,curtis54,54,54,291
262,HB,west0067,67,67,294
861,MathWorks,pivtol,102,102,306
172,HB,impcol_b,59,59,312
2090,JGD_Homology,n3c5-b2,45,120,360
264,HB,west0156,156,156,371
318,Bai,olm100,100,100,396
2013,JGD_Homology,ch5-5-b1,25,200,400
173,HB,impcol_c,137,137,411
263,HB,west0132,132,132,414
2045,JGD_Homology,cis-n4c6-b1,21,210,420
2120,JGD_Homology,n4c6-b1,21,210,420
7,HB,ash219,85,219,438
293,Bai,bfwa62,62,62,450
334,Bai,rw136,136,136,479
265,HB,west0167,167,167,507
188,HB,lns_131,131,131,536
192,HB,lnsp_131,131,131,536
171,HB,impcol_a,207,207,572
2194,JGD_SPG,08blocks,300,300,592
9,HB,ash331,104,331,662
1195,Rajat,rajat11,135,135,812
313,Bai,lop163,163,163,935
316,Bai,odepa400,400,400,1201
1641,Bai,tols90,90,90,1746
321,Bai,olm500,500,500,1996
319,Bai,olm1000,1000,1000,3996
320,Bai,olm2000,2000,2000,7996
